Date / Time,Country,City,State,Shape,Summary,lat,lng
2016-10-10 19.00.00,USA,Greensboro,NC,Fireball,"This appeared to be a burning object that was moving in a forward 
direction. It was a orange/yellow color.",36.0726355,-79.7919753
2016-10-10 15.35.00,USA,Vicksburg,MI,Sphere,"I could clearly tell they were perfect spheres, almost like black marbles.",32.3528418,-90.8777341
2016-10-10 13.56.00,USA,Columbia,MD,Disk,Disc-shaped object flew slowly across several blocks.,39.2156213,-76.8582048
2016-10-10 13.30.00,CANADA,Edmonton,AB,Sphere,"7 objects on video footage recorded with a drone during daytime full HD 
video available. ((NUFORC Note: Not ufos, we suspect? PD))",53.5343609,-113.5065084
2016-10-10 09.40.00,USA,Austin,TX,Unknown,"Strip of bright orange lights in a ""S"" shape or 2, rotating slowly, moving 
slow and silent heading east. ((anonymous report))",30.2711286,-97.7436994
2016-10-10 05.00.00,USA,Kerrville,TX,Triangle,"Red triangular lights and sphere witnessed by 3 people in early morning sky 
in Texas.",30.0474332,-99.1403188
2016-10-10 01.20.00,USA,Lovell,WY,Triangle,"Translucent looking triangle object, no sound.",37.801771,-121.1935299
2016-09-10 00.00.00,USA,Morrison,CO,Unknown,"Much unusual activity, starting with a helicopter, and ending with various 
ufos. Please read full story of what we saw.",45.9926837,-94.2554657
2016-09-10 23.20.00,USA,Harrison City,PA,Formation,"2 objects seen. One larger bright white starburst; the second a glowing red 
sphere.",40.3551215,-79.64993944
2016-09-10 21.00.00,CANADA,Port Clements,BC,Other,Looking up walking from my moms to my house next door lighted x no sound.,53.6870871,-132.1808315
2016-09-10 21.00.00,CANADA,Langley,BC,Light,Red object with flashing rays seen by 2 people out their back porch.,49.1204123,-122.6598956
2016-09-10 20.37.00,CANADA,Prince Rupert,BC,Other,Temporary big red flashing star.,54.312617,-130.3255344
2016-09-10 19.35.00,USA,Goleta,CA,Triangle,Third Goleta sighting in five weeks.,34.4358295,-119.8276388
2016-09-10 18.20.00,USA,Aurora,IL,Light,Orange Light Sighted In Sky.,41.7605849,-88.3200714
2016-09-10 18.17.00,USA,Yucaipa,CA,Cone,Cone shaped object moving obliquely along a straight path of travel.,34.040931,-117.0516713
2016-09-10 18.00.00,USA,Brooklyn,NY,Sphere,"It is a very cloudy day, with some abnormal cloud formations appearing 
suddenly and moving very quickly in the foreground near the&quot",40.64530975,-73.95502293
2016-09-10 16.30.00,USA,Madison Heights,MI,Circle,An orb like object coming from a funnel like object above it.,42.4858692,-83.1052027
2016-09-10 10.30.00,USA,Marietta,GA,Cigar,"Three silent white cigar shaped objects floated across the sky at 10:30 to 
11:30 Sunday morning.",33.9528472,-84.5496147
2016-09-10 09.00.00,USA,Cape coral,FL,Circle,"Every night for the past 2 weeks I have been watching 2 crafts in the west 
word sky. They come out just before dark and slowly float.",26.6058996,-81.9807339
2016-09-10 04.00.00,USA,Orlando,FL,Other,Orlando UFO sighting. WOW!m ((anonymous report)),28.5479786,-81.41278409
2016-09-10 03.30.00,USA,Fort Lauderdale,FL,Other,Fast traveling craft 03:30.,26.1254381,-80.1381514
2016-09-10 01.05.00,USA,McKinney,TX,Light,Light moving N to S over McKinney.,33.1976496,-96.615447
2016-09-10 00.00.00,USA,Mt. Airy,MD,Egg,"Strange lights in egg-shaped formation over Mt. Airy, Maryland.",39.3762145,-77.1547039
2016-08-10 23.30.00,USA,Burbank,CA,Fireball,"We saw a glowing, pulsating bright red and golden light. ((anonymous 
report))",34.1816482,-118.3258553
2016-08-10 23.20.00,USA,Illiopolis,IL,Triangle,"At 11:20pm I was traveling west on Interstate 72 just crossed Into Sangamon 
County when I saw a bright light I mistaken for a star.",39.8536535,-89.242029
2016-08-10 23.00.00,USA,Hamilton,OH,Rectangle,"Bright blue light seen above canal then prompted me to look up and then it 
disappeared.",39.2085354,-84.5501873
2016-08-10 22.30.00,USA,Owenton,KY,Light,"We seen 1 light that was making radical turns as if it was on a reckon 
mission. Then out of no where 2 more lights would leave the 1st",38.536456,-84.8418925
2016-08-10 22.00.00,USA,Birmingham,AL,Triangle,"Saturday me my sister mom and dad went to coyote drive in movies in Leeds 
Alabama at first as we were watching the movie i seen what h",33.570499,-86.7657829
2016-08-10 21.30.00,USA,Harrison,AR,Circle,"I went outside on my front porch and I looked toward the southeast and saw 
8 orange lights in the sky. I first thought it was helicopte",36.2297936,-93.1076764
2016-08-10 20.56.00,USA,Marietta,OH,Light,"Numerous lanterns seen in the sky, as well as a few still being released.",39.4167742,-81.4548391
2016-08-10 20.45.00,USA,Marietta,OH,Changing,"Chevron - Triangles- Large V shape all within 15-20 mins. ((NUFORC Note: 
Resolved. Caused by launching of sky lanterns. PD))",39.4167742,-81.4548391
2016-08-10 20.35.00,USA,Warren,MI,Chevron,"Large, silent V shaped craft. Dark grey with very dim lights on leading 
edge.",42.4775364,-83.0277
2016-08-10 20.15.00,USA,Murfreesboro,TN,Changing,"Cluster of approximately 100 twinkling lights moving slowly across the sky 
in formation.",35.9155165,-86.44469333
2016-08-10 20.10.00,USA,Bellevue,NE,Oval,Four identical objects observed Near OAFB by two adults.,41.1366494,-95.8907372
2016-08-10 20.00.00,USA,Marietta,OH,Chevron,"V-shaped lights in Marietta, Ohio Oct. 8, 2016",39.4167742,-81.4548391
2016-08-10 20.00.00,USA,Cincinnati,OH,Light,"Big bright light in low in the western sky at twilight. ((NUFORC Note: 
Possible sighting of Arcturus of Jupiter in W sky? PD))",39.1014537,-84.5124601
2016-08-10 19.47.00,USA,Chicago,IL,Oval,UFO over Wrigley Field.,41.8755546,-87.6244211
2016-08-10 18.45.00,USA,Middlefield,CT,Light,"UFO (Real bright light) over Lake Beseck in Middlefield, Ct",41.717613,-81.2086884
2016-08-10 17.24.00,USA,Darby,MT,Disk,Saucer shaped object near Trapper Peak. Emailing photo.,46.022659,-114.1780929
2016-08-10 12.54.00,USA,Slidell,LA,Rectangle,Invisible ufo and could see the outline of it,30.2751945,-89.7811744
2016-08-10 11.15.00,USA,Champaign,IL,Rectangle,"Rectangular silver panel with nothing else around it; below the clouds; 
made no sounds; took a sharp turn; gave me the creeps.",40.1164205,-88.2433828
2016-08-10 10.17.00,USA,Coweta,OK,Unknown,"I was in my driveway taking pictures of a family of falcon that were 
circleing my house. I was using the quick shot more on m camera ph",35.9517674,-95.6508139
2016-08-10 03.00.00,USA,Crandall,GA,Light,"Appears to be one object. Object contains 3 lights consisting of white, 
red, and blue/green. Object at times appears stationary.",34.8667459,-84.7454938
2016-08-10 02.20.00,CANADA,Strathmore,AB,Other,"Two large 4 propeller style ufos hanging over Lyalta, AB. 3 other cars 
pulled over to photograph.",51.0435486,-113.3998478
2016-08-10 02.15.00,USA,Van Buren,AR,Circle,"Three objects, similar to stars but drifting vertically and horizontally. 
Both with flashing lights, one red and white and one blue and",35.44572,-94.35182238
2016-08-10 01.00.00,USA,Renton,WA,Fireball,"Correction on previous report seen at 10/8/2016 at 1am approx. Got home 
from work and seen bright fireball light streak across constru",47.4799078,-122.2034495
2016-08-10 00.00.00,USA,Cochise County,AZ,Flash,"Flashes lighting up portions of the sky. Also, last year witnessed 4 lights 
hovering in diamond shape in St. David for >1 hr.",31.8514532,-109.8181857
2016-08-10 00.00.00,USA,Crown Point,IN,Disk,"I saw bright flashes of light behind the clouds. Then I saw red rectangle 
lights coming through the clouds.",41.4169806,-87.3653135
2016-07-10 22.00.00,USA,Anchor Point,AK,Flash,"Unidentified flashing lights hovering 15 degrees above horizon, in west 
north west direction",59.76826,-151.6775519
2016-07-10 21.45.00,USA,Gardner,MA,Light,"3 red lights in sky flying northeast direction flying same flight path one 
behind the other.",42.5750883,-71.9981329
2016-07-10 21.30.00,USA,South Gardner,MA,Fireball,Three bright yellow vertical lights at night in the sky near South Gardner.,42.558422,-71.9786879
2016-07-10 21.15.00,USA,New Ipswich,NH,Oval,"Yellow, disk-like, glowing object moving slowly over New Ipswich, NH.",42.7481421,-71.8542428
2016-07-10 21.05.00,USA,Arvada,CO,Other,Arrow shaped object w/dim lights. ((anonymous report)),39.8211225,-105.2207429
2016-07-10 21.00.00,USA,Secaucus,NJ,Light,White ball of light flying very fast then disappeared,40.7899291,-74.0566734
2016-07-10 20.45.00,USA,Bucks Lake,CA,Formation,"Three groups of lights, flashing white, red, and green. 5 + lights in each 
group, held position in sky for over ½ hour spotted by f",39.8796775,-121.1486096
2016-07-10 19.30.00,USA,Manchester,VT,Triangle,Small glowing orange beams. 3 in a triangular formation.,43.164121,-73.0728149
2016-07-10 13.40.00,USA,Eureka,CA,Disk,"While driving, I noticed a large disc shaped metallic object in the sky 
above The Humboldt Bay. The metal was shiny and reflective.",40.8020712,-124.1636728
2016-07-10 13.00.00,USA,Douglasville,GA,Cylinder,Cylinder shaped craft fly's through opening in clouds.,33.7514966,-84.7477135
2016-07-10 07.00.00,USA,Meadville,PA,Circle,"My coworker and I were getting ready to walk into work and a green neon 
light appeared and shot across the sky fast and smooth and look",41.641445,-80.1514489
2016-07-10 03.30.00,USA,Long Beach,CA,Light,"Hovering and flickering red and green lights. ((NUFORC Note: Sighting of 
""twinkling"" star?? PD))",33.78538945,-118.1580492
2016-07-10 01.00.00,USA,Kettering,OH,Light,8 lights in the sky.,39.6895036,-84.1688273
2016-07-10 00.05.00,USA,Las Cruces,NM,Other,"3 multicolored craft observer traveling in sky and turned off lights as 
commercial airplane traveled past in same general area.",32.3140354,-106.7798077
2016-07-10 00.00.00,USA,Foley,AL,Unknown,Two different craft seen moments apart.,30.4065868,-87.6835973
2016-07-10 00.00.00,USA,Highway I-40 Truck parking,AR,Unknown,Very bright flying object there ten second then gone instantly,35.0840313,-92.4174169
2016-06-10 00.00.00,USA,Columbus,OH,Triangle,"In the S sky a blk triangular craft flew R to L then switched dir. and 
darted S and out of view… ((anonymous report))",39.9622601,-83.0007064
2016-06-10 23.00.00,USA,Antlers,OK,Light,"Seemed like just another star but then looked like a spotlight rolling and 
was extremely Bright...then went back to a twinkle.",34.231212,-95.6202475
2016-06-10 21.50.00,USA,Union,NJ,Oval,"Saw a red oval light in the sky over my house at 10:52pm on 10/6/16, it 
looked like it was going to collid with a plane, in an instant",40.6652251,-74.3045276
2016-06-10 21.00.00,USA,Whitefish,MT,Fireball,"((HOAX??)) Amber orb floating east of Whitefish Lake, moving towards 
backroad to blue moon. ((anonymous report))",48.4107966,-114.3346264
2016-06-10 20.24.00,USA,El Cajon,CA,Unknown,"I noticed two lights traveling from West to east. Leading light was 
constant green(no flashing), trailing light was an intermittently f",32.7947731,-116.9625268
2016-06-10 20.00.00,USA,Saylorsburg,PA,Fireball,"Approx. 4 seconds, a bright thick streak of light in sky & is low. bottom 
tip explodes bright white light & bits burst out & then gone",40.8952667,-75.3233922
2016-06-10 20.00.00,USA,Lower Burrell,PA,Triangle,"Low, slow and silent unidentifiable flying object.",40.5882821,-79.7298186
2016-06-10 14.30.00,USA,Columbus,GA,Circle,"Round, shiny objects flying in formation moved in ways not consistent with 
aircraft, balloons or anything else.",32.4609764,-84.9877093
2016-06-10 09.15.00,USA,South Berwick,ME,Light,"the 1st object was flashing red, white, and green light. It was not moving 
at all. It was near Mt, Aggementicus. It had another to the",43.2345292,-70.8095017
2016-06-10 05.45.00,USA,Torrington,CT,Triangle,"A triangular shaped object flying over Torrington, CT.",37.5800421,-122.0353035
2016-06-10 04.00.00,USA,Grandview,WA,Circle,"Flash blue and pink. Hovered up and down. My daughter said she saw 
something outside her window. ((anonymous report))

Its",46.2509653,-119.9017048
2016-06-10 01.07.00,CANADA,Ottawa,ON,Flash,"Faint tiny red flashing star gets bigger, then moves from West to North, 
then flies directly over city of Ottawa, ON.",45.4210328,-75.6900218
2016-06-10 00.00.00,USA,Slate Hill,NY,Sphere,"Hovering UFO is observed multiple times in Slate Hill, NY. ((NUFORC Note: 
We suspect a ""twinkling"" star. PD))",41.3909274,-74.476547
2016-05-10 00.00.00,USA,Poland,ME,Sphere,"Round bright white lights followed by orange double paneled lights in the 
same spot! Then, flashing smaller white light directed at me",44.060946,-70.3942109
2016-05-10 22.35.00,USA,Lake Elmo,MN,Circle,"Teal colored light ring sighted on a low altitude straight flight path for 
30 plus seconds east of St. Paul, MN.",44.9957998,-92.8793767
2016-05-10 22.30.00,USA,Howell,NJ,Cigar,Bar shaped ufo with three bright lights across.,40.1659101,-74.1911587
2016-05-10 22.20.00,USA,Ticonderoga,NY,Rectangle,No noise at all.,43.848889,-73.4233469
2016-05-10 21.25.00,USA,Port Richey,FL,Disk,Erratic moments green and red lights.,28.2716755,-82.719545
2016-05-10 20.00.00,USA,Florence,AL,Diamond,"My wife and I witnessed a ufo in the west sky.

A lady stopped her car and said she saw it The night before. We watched for 
20 minute",29.425683,-98.4674859
2016-05-10 20.00.00,USA,Destin,FL,Chevron,"Chevron-shaped glowing vapor cloud moving across night sky. ((anonymous 
report))",30.3935337,-86.4957833
2016-05-10 19.50.00,USA,Orem,UT,Circle,"Bright yellow light skipped across sky than disappeared in a green glowing 
flash",40.2975185,-111.6944684
2016-05-10 10.00.00,USA,Greenfield,OH,Cigar,"Clear day sky. Observe white/silver cigar object resembling (size) the 
KC-10 but no markings, no tail, no wings, no sound, no contrail,",39.3520084,-83.3826927
2016-04-10 23.15.00,USA,Williamsport,PA,Flash,"Standing on my deck looking across the river I multiple flashes that were 
super bright and unform. Very short lived.",41.2493292,-77.002767
2016-04-10 22.46.00,USA,Fort Washington,MD,Fireball,"Large green fireball seen falling from sky over Fort Washington, Maryland. 
((NUFORC Note: Probable meteor. Video. PD))",38.7125305,-77.0124597
2016-04-10 22.37.00,USA,Boonsboro,MD,Fireball,"Bright light came straight down with no lateral movement stright down. Had 
sparks following it.",39.5061332,-77.6524249
2016-04-10 22.35.00,USA,Hilton,NY,Circle,"At 10:35 pm there was a bright yellow light in sky to the S of Hilton, NY. 
The light was so bright I saw could tell there was somet",43.288116,-77.7933419
2016-04-10 22.16.00,USA,Hanover,MI,Fireball,Black Apache style helicopter chasing and orange ball of light.,39.8063247,-76.9842734
2016-04-10 21.26.00,USA,Wappingers Falls,NY,Light,Bright White Light Hovering Low in the sky.,41.5965635,-73.9112102
2016-04-10 20.00.00,USA,Frederica,DE,Disk,Huge disk shaped object.,39.0090017,-75.4657541
2016-04-10 19.30.00,USA,Brentwood,NH,Circle,"Orange glowing orb flame-like no sound very slow 400 feet above stayed at 
elevation for 4 minutes then rose and dimmed and disappeared",42.9786981,-71.0728368
2016-04-10 18.15.00,USA,Fairbanks,AK,Unknown,"Husband and wife report unusual launching of U. S. military aircraft. a/c 
headed north at high speed.",64.837845,-147.7166749
2016-04-10 04.00.00,USA,Branson,MO,Light,"Stepped outside on balcony on golf course, saw white light in sky blinking 
and hovering. ((NUFORC Note: Possible star?? PD))",36.6440399,-93.2171329
2016-04-10 00.25.00,USA,Carrboro,NC,Sphere,"While driving down 54 at midnight I witnessed a low-flying, fast-moving 
spherical green light source.",35.9101438,-79.0752894
2016-03-10 20.30.00,USA,North Vernon,IN,Other,"Plane like with two white lights and one red. 2 hours of same route in sky, 
varying speeds",39.006165,-85.6235795
2016-03-10 20.00.00,USA,Laurel,DE,Formation,red lights over Laurel.,38.5565041,-75.571314
2016-03-10 18.00.00,USA,Ellsworth,ME,Sphere,"This is further info, correcting a previous report. (1) Object sighted was 
spherical, shiny, with downward ""jet trails"" which",44.543505,-68.4201049
2016-03-10 18.00.00,USA,Ellsworth,ME,Triangle,"Pair of linked triangles with light columns extending straight downward a 
precise distance; not drifting or bobbing",44.543505,-68.4201049
2016-03-10 17.00.00,USA,Saginaw,MN,Rectangle,"Very big object with very bright lights hovering and fliping up side down 
and seeing alot of very small lights on the object",46.8591081,-92.4443565
2016-03-10 14.25.00,USA,Coshocton,OH,Other,"A weird object in the sky shaped like a T and flew perpendicular rather 
than parallel to the ground",40.2905684,-81.927144
2016-03-10 07.25.00,USA,Millington,TN,Disk,"((HOAX??)) Driving, noticed glowing craft in sky.",35.3414745,-89.8973083
2016-03-10 05.00.00,USA,Belchertown,MA,Fireball,"Very loud disturbance. Three red fireballs low in the sky descending slowly 
overhead.",42.2722584,-72.39441289
2016-03-10 04.00.00,USA,Adairsville,GA,Circle,"It hovered in one area for more than 30 min., constantly blinking. It 
looked like it had multiple lights. ((NUFORC Note: Star? PD))",34.3687021,-84.9341092
2016-03-10 03.00.00,USA,Long Beach,CA,Light,"Hovering flickering lights. ((NUFORC Note: We suspect ""twinkling"" stars. 
PD))",33.78538945,-118.1580492
2016-02-10 22.45.00,USA,Kettering,OH,Unknown,I saw two huge beams of light going from the sky to the ground.,39.6895036,-84.1688273
2016-02-10 22.00.00,USA,Sioux Falls,SD,Disk,"Out of no where a blinking light in the shPe of the saucer appears 10 
seconds later it was gone. ((anonymous report))",43.5499749,-96.7003269
2016-02-10 21.00.00,USA,Des Moines,IA,Light,"Point of light that is strobing red, blue and possible green and orange and 
seems in a stable position.",41.5910641,-93.6037148
2016-02-10 20.45.00,USA,Murphy,TX,Rectangle,"Sitting in backyard with my wife facing the South sky. We both noticed a 
dull bronze colored rectangle heading in a straight line from",33.0151208,-96.6130477
2016-02-10 19.45.00,USA,Bristol,TN,Cone,"Orange comet shaped fireball changing into just fireball rapidly climbing. 
Sighted near Bristol Motor Speedway.",36.5945034,-82.1885211
2016-02-10 17.45.00,CANADA,Regina,SK,Disk,Bright disk-shaped object in the sky,50.4480951,-104.615818
2016-02-10 11.00.00,USA,Washington D.C.,MD,Other,"I have never reported a sighting before so please forgive missing details. 
I was walking home Sunday morning around 1100hrs in northwes",38.899265,-77.1546512
2016-02-10 10.44.00,USA,Reno,NV,Unknown,"The unidentified objects seem to have a black bottom, white top in color. 
There were 15 to 25 traveling upward in a helix pattern",39.52927,-119.8136743
2016-02-10 04.50.00,USA,Watsonville,CA,Unknown,Lights in sky I thought it was a shooting star,36.9092773,-121.752907
2016-02-10 04.30.00,USA,Houston,TX,Circle,"Houston, TX, sighting of strange lights and power/signal outage.",29.675779,-95.40215851
2016-02-10 02.00.00,USA,Woodruff,SC,Light,"Mysterious bright large, bright light the. Disappeared and smaller ones 
appeared and disappeared.",34.7395701,-82.0370465
2016-02-10 01.30.00,CANADA,Winnipeg,MB,Light,Strange orange light flew overhead.,49.8833343,-97.166674
2016-02-10 01.11.00,USA,Lynnwood,WA,Other,Red green and white pulsating lights hovering and various altitudes.,47.8278656,-122.3053931
2016-02-10 00.45.00,USA,Iowa City,IA,Light,"A group of red lights flying across the sky, rising from the horizon one at 
a time,increasing in altitude and disappearing out of view.",41.6612561,-91.5299105
2016-02-10 00.30.00,USA,Mena,AR,Other,"Large, hexagonal craft accompanied by a much smaller craft tailing it.",34.5862171,-94.2396553
2016-02-10 00.14.00,USA,Waverly,TN,Oval,"I just walked out side on this beautiful clear night with stars but no 
moon. Noticed a dancing light in the sky due EAST .. The shape a",36.0829998,-87.7945851
2016-01-10 00.00.00,USA,Santa Rosa Beach,FL,Teardrop,Falling ball of fire out of the clear night sky,30.3960324,-86.2288321
2016-01-10 22.20.00,USA,North Mankato,MN,Chevron,"Watching the stars through binoculars. Black,silent chevron, triangle flew 
into my vision. It went north to south. The underside of it",44.1732996,-94.033845
2016-01-10 22.15.00,USA,Long Island,NY,Fireball,"((HOAX??)) 3 fireball ufos seen above Elmont, Long Island. ((anonymous 
report))",40.8517821,-73.09918527
2016-01-10 22.00.00,USA,Laona,WI,Unknown,"flashing lights above northeast Wisconsin. ((NUFORC Note: We suspect a 
""twinkling"" star. PD))",45.560864,-88.6724569
2016-01-10 22.00.00,USA,Whiting,IN,Circle,Orange lights moving up down east and west. Then met up to form a circle.,41.6797578,-87.4944872
2016-01-10 22.00.00,USA,Central,LA,Fireball,Flying fireball,34.2248222,-87.0091741
2016-01-10 22.00.00,USA,Bend,OR,Light,"Saw a flickering light that changed colors (white, red, green, blue). It 
stayed in the same general area, but would zig zag and dart oc",44.0581728,-121.3153095
2016-01-10 22.00.00,USA,Kenner,LA,Circle,Group of shape forming lighted objects in sky,29.9942265,-90.2417805
2016-01-10 21.45.00,USA,Irvine,CA,Fireball,"red, green and yellow fireball over Irvine/Newport Beach area tonight",33.6856969,-117.8259818
2016-01-10 21.30.00,USA,Monetta,SC,Other,"We were watching a movie at the drive in when I got bored and started star 
gazing. I noticed an object moving across the sky. It was li",33.8501416,-81.6095492
2016-01-10 21.00.00,USA,Yukon,OK,Flash,"Quick flash reflecting in parking lot, no sound or lightning.",35.5067259,-97.7625385
2016-01-10 20.48.00,USA,Bucksport,ME,Chevron,Three large bright lights hovering for 2-3 minutes.,44.5736852,-68.7955878
2016-01-10 20.43.00,USA,Chula Vista,CA,Triangle,((NUFORC Note: No information provided by witness. PD)),32.6400541,-117.0841954
2016-01-10 20.41.00,USA,Plano,TX,Light,Royal blue blinking lights in formation across North Dallas sky.,33.0136764,-96.6925095
2016-01-10 20.35.00,USA,San Jose,CA,Teardrop,"Bright greenish orb with reddish tail fell at 45 degree angle over West San 
Jose.",37.3361905,-121.8905832
2016-01-10 20.35.00,USA,Millsap,TX,Disk,"Bright blue flying saucer near Stephenville, TX, with a small plane 
following it.",32.7481864,-98.0092092
2016-01-10 20.30.00,USA,Candor,NC,Cylinder,"@ approximately 8:30 PM when I noticed a large aircraft about the size of a 
small sedan hovering just above nearby trees.",35.2951421,-79.7453163
2016-01-10 20.10.00,USA,Havre de Grace,MD,Circle,"Three orange glows appeared in the sky in Havre de Grace, MD",39.5489964,-76.0914717
2016-01-10 20.00.00,USA,Graham,WA,Light,Bright white orb of light lasting several minutes.,47.0395996,-122.2785728
2016-01-10 20.00.00,USA,High Ridge,MO,Oval,Long blimp like shaped ufo.,38.4589432,-90.5365125
2016-01-10 19.45.00,USA,Grand Blanc,MI,Light,Bright orange lights in sky flying east to west.,42.9275277,-83.6299517
2016-01-10 19.45.00,USA,Denver,CO,Formation,5 orange lights flying in formation in the sky.,39.7348381,-104.965327
2016-01-10 19.30.00,USA,Glenrock,WY,Disk,"Disc object southwest of Glenrock, Wy.",35.342101,-119.0727129
2016-01-10 19.30.00,USA,Tampa,FL,Light,Bright blue light hovering over Tampa.,27.9518491,-82.4563971
2016-01-10 19.30.00,USA,Phoenix,AZ,Other,"7 objects appearing to be fire going over phoenix az sky at around 730 pm 
on oct.1 2016",33.4485866,-112.0773455
2016-01-10 19.00.00,USA,Boulder,CO,Triangle,"The sky was lit but the sun was down. You could see the perfect outline of 
a triangle, no lights on , perhaps 50-75ft from the ground.",40.102555,-105.3632078
2016-01-10 19.00.00,USA,Sullivan,IL,Fireball,"Me and my father were watching the space station on 10/1/2016. I walk into 
the house as my dad calls me out to see this burning ball th",41.7156311,-74.7804322
2016-01-10 18.15.00,USA,Fernley,NV,Cylinder,"Cylindrical silver craft, no lights, no sound, stationary, grew super 
bright, then dimmed and disappeared.",39.5483805,-119.2144685
2016-01-10 16.20.00,USA,West Park,PA,Triangle,"Three solid lights with no other blinking lights or sound covering a angle 
of sight of pi/2 for the duration of the event",40.4742354,-80.0775554
2016-01-10 14.50.00,USA,Orlando,FL,Triangle,"Triangle craft above Orlando, emitting an energy beam underneath it.",28.5479786,-81.41278409
2016-01-10 12.01.00,USA,Madera,CA,Unknown,"Was laying in bed thought I heard fireworks then all of a sudden louder 
noise tree rumbling and sounded like something ran across the t",37.1716264,-119.773799
2016-01-10 09.15.00,USA,Geneva,NY,Flash,"Green flash in Geneva, NY. ((anonymous report))",42.8689552,-76.9777435
2016-01-10 08.33.00,USA,Lemitar,NM,Fireball,6 Orange orbs in the sky in Lemitar.,34.1597887,-106.910306
2016-01-10 08.00.00,USA,Blue Ridge,GA,Other,"A bright round circular red orange light went straight up the mountain side 
hovered around dipped and went back up to dip again and d",34.863972,-84.3240869
2016-01-10 06.00.00,USA,Recluse,WY,Light,"A bright color changing light in night sky. Flying at high speed, in all 
directions. ((anonymous report)) ((NUFORC Note: Star? PD))",44.7411124,-105.7080576
2016-01-10 05.30.00,USA,Ferndale,WA,Light,Blinking light in the sky with unusual movements.,48.8466698,-122.5897234
2016-01-10 05.30.00,USA,Kenner,LA,Circle,"I saw 9 objects flying in the sky,they were changing shapes and then they 
disappear in the sky. ((anonymous report))",29.9942265,-90.2417805
2016-01-10 03.30.00,USA,St. Augustine,FL,Light,"I was outside at work, and there were 3 lights in the sky going North to 
South...started in a straight line, then separated with the ce",29.8946952,-81.3145394
2016-01-10 02.00.00,USA,Minneapolis,MN,Changing,Odd lights in south Minneapolis.,44.9772995,-93.2654691
9/30/16 23:22,USA,Naples,FL,Changing,Flowing lights over Naples.,26.1420358,-81.7948102
9/30/16 23:15,USA,Marlton,NJ,Unknown,Weird humming noise in the middle of the night.,39.8912248,-74.9218324
9/30/16 21:34,USA,Honolulu,HI,Rectangle,"While walking at Ala Moana Beach park, other evening. We observed A bright 
reddish object floating and drifting in the skies, out ove",21.304547,-157.8556763
9/30/16 21:00,USA,Mooresville,NC,Sphere,spinning sphere with colors and more details closeup 42x zoom,35.5848596,-80.8100723
9/30/16 20:45,CANADA,Sault Ste. Marie,ON,Circle,Orange circle moving quickly...,46.52391,-84.3200679
9/30/16 20:30,USA,Arvada,CO,Formation,7-9 glowing white lights in arrow formation flying east to west fast and low,39.8211225,-105.2207429
9/30/16 20:00,USA,Pittsfield,ME,Light,Bright Light drifting across sky turns reddish and disappears in heavens,44.78281,-69.3834689
9/30/16 19:30,USA,Oxnard,CA,Unknown,"Oxnard, CA, Bright white lighted craft flies in from Pacific ocean and 
flies back out to ocean 3 seperate times changing colors",34.1976308,-119.1803817
9/30/16 19:10,USA,Eastvale,CA,Light,White orb.,33.9766799,-117.5598443
9/30/16 19:00,USA,Cape Coral,FL,Other,"I saw a boomerang shape ufo that had no sound and camouflage into the sky. 
I could only see the outline",26.6058996,-81.9807339
9/30/16 15:30,USA,Las Vegas,NV,Oval,"((NUFORC Note: No information provided by source, who elects to remain 
anonymous. PD))",36.1662859,-115.1492249
9/30/16 07:10,USA,Weiser,ID,Light,Saw small bright blue strobe traveling at a fast rate South of Manns Creek,44.2509976,-116.9693326
9/29/16 23:30,USA,Sanborn,NY,Oval,"3 orbs dancing/chasing each other in circles in Sanborn, NY. ((anonymous 
report))",43.136723,-78.884761
9/29/16 22:10,USA,Phenix City,AL,Egg,"I was on my break for work. I noticed that the sky looked like it drop to 
the earth because the stars were so close.",32.4709761,-85.0007652
9/29/16 22:00,USA,Logan,KS,Light,"As we were walking from our RV to the house I noticed a bright light. I 
thought it was a shooting star at first, as it was a perfect fa",38.9058216,-101.155238
9/29/16 21:00,USA,Kennewick,WA,Unknown,Southern sky lit up in bright flash.,46.2112458,-119.1372337
9/29/16 21:00,USA,North Sioux City,SD,Light,"White light ball moving south to north, then up.",42.5272168,-96.4830863
9/29/16 20:00,USA,Fresno,CA,Light,"Bright neutral white light seen travelling several miles across Fresno 
until fading out. ((anonymous report))",36.7295295,-119.7088612
9/29/16 19:16,USA,Marietta,GA,Cylinder,"Cylinder with bi-plane type wings or appendages, reflected setting sun in a 
brilliant golden color.",33.9528472,-84.5496147
9/29/16 19:15,USA,Marietta,GA,Changing,"Daytime (sunset) sighting of an object that looked similar to a space 
station.",33.9528472,-84.5496147
9/29/16 11:45,USA,Idyllwild,CA,Circle,"Black dot moving fast on a sunny day that disappeared behind clouds on 
9/29/16 at 11:45 am. Duration was 3-5 seconds.",33.7400209,-116.7189074
9/29/16 09:00,USA,Canby,OR,Rectangle,"A rectangular object of light, very small and fast captured on video.",45.2629088,-122.6925982
9/29/16 02:30,USA,Tampa,FL,Flash,"Was looking towards the Orion belt night sky and saw flashing lights . I 
thought no big deal an airplane but no the flashing light did",27.9518491,-82.4563971
9/29/16 00:00,USA,Lake Charles,LA,Oval,"We saw flashing objects in the sky having an oval shape and also one with 
other flashing lights forming a triangle.",30.2265949,-93.2173758
